| id  | pathid | xtl  | ytl  | xbr  | ybr  | frame | occluded | outside |
|  767 |      9 |   32 |  180 |   84 |  231 |  1355 |        0 |       0 |
|  768 |      9 |   34 |  180 |   86 |  231 |  1354 |        0 |       0 |
|  769 |      9 |   38 |  185 |   90 |  236 |  1379 |        0 |       0 |
|  770 |      9 |  121 |  188 |  172 |  238 |  1464 |        0 |       0 |
|  771 |      9 |  270 |   66 |  319 |  116 |  1510 |        0 |       0 |
|  772 |      9 |   45 |  179 |   97 |  230 |  1387 |        0 |       0 |
|  773 |      9 |   46 |  178 |   98 |  229 |  1366 |        0 |       0 |
|  774 |      9 |   43 |  178 |   95 |  229 |  1367 |        0 |       0 |
|  775 |      9 |   42 |  182 |   94 |  233 |  1364 |        0 |       0 |
|  776 |      9 |   44 |  183 |   96 |  234 |  1365 |        0 |       0 |
|  777 |      9 |   43 |  181 |   95 |  232 |  1362 |        0 |       0 |
|  778 |      9 |   43 |  179 |   95 |  230 |  1363 |        0 |       0 |
|  779 |      9 |   46 |  186 |   98 |  237 |  1360 |        0 |       0 |
|  780 |      9 |   42 |  183 |   94 |  234 |  1361 |        0 |       0 |
|  781 |      9 |  115 |  189 |  166 |  239 |  1472 |        0 |       0 |
|  782 |      9 |  116 |  189 |  167 |  239 |  1473 |        0 |       0 |
|  783 |      9 |  119 |  171 |  170 |  221 |  1470 |        0 |       0 |
|  784 |      9 |  112 |  188 |  163 |  238 |  1471 |        0 |       0 |
|  785 |      9 |   35 |  159 |   86 |  209 |  1476 |        0 |       0 |
|  786 |      9 |   27 |  181 |   78 |  231 |  1477 |        0 |       0 |
|  787 |      9 |  104 |  187 |  155 |  237 |  1474 |        0 |       0 |
|  788 |      9 |   81 |  175 |  132 |  225 |  1475 |        0 |       0 |
|  789 |      9 |   18 |  178 |   69 |  228 |  1478 |        0 |       0 |
|  790 |      9 |  270 |   66 |  319 |  116 |  1576 |        0 |       0 |
|  791 |      9 |   43 |  180 |   95 |  231 |  1368 |        0 |       0 |
|  792 |      9 |   43 |  176 |   95 |  227 |  1369 |        0 |       0 |
|  793 |     10 |  151 |  110 |  206 |  163 |  1078 |        0 |       0 |
|  794 |     10 |  151 |  105 |  206 |  158 |  1079 |        0 |       0 |
|  795 |     10 |   13 |   58 |   63 |  106 |  1029 |        0 |       0 |
|  796 |     10 |  144 |  106 |  199 |  159 |  1074 |        0 |       0 |
|  797 |     10 |  144 |   93 |  199 |  146 |  1075 |        0 |       0 |
|  798 |     10 |  138 |  102 |  193 |  155 |  1072 |        0 |       0 |
|  799 |     10 |  132 |  102 |  187 |  155 |  1071 |        0 |       0 |
|  800 |     10 |  111 |   53 |  163 |  102 |   939 |        0 |       0 |
|  801 |     10 |  111 |   45 |  163 |   94 |   938 |        0 |       0 |
|  802 |     10 |  111 |   50 |  163 |   99 |   933 |        0 |       0 |
|  803 |     10 |  111 |   42 |  163 |   91 |   932 |        0 |       0 |
|  804 |     10 |  111 |   52 |  163 |  101 |   931 |        0 |       0 |
|  805 |     10 |  110 |   41 |  162 |   90 |   930 |        0 |       0 |
|  806 |     10 |  111 |   54 |  163 |  103 |   937 |        0 |       0 |
|  807 |     10 |  111 |   41 |  163 |   90 |   936 |        0 |       0 |
|  808 |     10 |  111 |   54 |  163 |  103 |   935 |        0 |       0 |
|  809 |     10 |  111 |   40 |  163 |   89 |   934 |        0 |       0 |
|  810 |     10 |  115 |   99 |  170 |  152 |  1094 |        0 |       0 |
|  811 |     10 |    2 |   70 |   52 |  118 |  1025 |        0 |       0 |
|  812 |     10 |  138 |  114 |  193 |  167 |  1096 |        0 |       0 |
|  813 |     10 |  149 |  126 |  204 |  179 |  1097 |        0 |       0 |
|  814 |     10 |  123 |   94 |  178 |  147 |  1090 |        0 |       0 |
|  815 |     10 |  117 |   94 |  172 |  147 |  1091 |        0 |       0 |
|  816 |     10 |  110 |   87 |  165 |  140 |  1092 |        0 |       0 |
|  817 |     10 |  115 |   87 |  170 |  140 |  1093 |        0 |       0 |
|  818 |     10 |    2 |  104 |   52 |  152 |   999 |        0 |       0 |
|  819 |     10 |    2 |  106 |   52 |  154 |   998 |        0 |       0 |
|  820 |     10 |   45 |  189 |   95 |  237 |  1014 |        0 |       0 |
|  821 |     10 |    2 |   68 |   52 |  116 |  1026 |        0 |       0 |
|  822 |     10 |    9 |   95 |   59 |  143 |  1021 |        0 |       0 |
|  823 |     10 |   25 |  119 |   75 |  167 |  1016 |        0 |       0 |
|  824 |     10 |   12 |   99 |   62 |  147 |  1020 |        0 |       0 |
|  825 |     10 |  132 |  102 |  187 |  155 |  1069 |        0 |       0 |
|  826 |     10 |  132 |   92 |  187 |  145 |  1068 |        0 |       0 |
|  827 |     10 |   12 |  118 |   62 |  166 |  1017 |        0 |       0 |
|  828 |     10 |   86 |   73 |  141 |  126 |  1061 |        0 |       0 |
|  829 |     10 |   40 |  189 |   90 |  237 |  1010 |        0 |       0 |
|  830 |     10 |   80 |   69 |  135 |  122 |  1063 |        0 |       0 |
|  831 |     10 |    9 |   78 |   59 |  126 |  1022 |        0 |       0 |
|  832 |     10 |   81 |   80 |  136 |  133 |  1065 |        0 |       0 |
|  833 |     10 |   75 |   69 |  130 |  122 |  1064 |        0 |       0 |
|  834 |     10 |   88 |   86 |  143 |  139 |  1067 |        0 |       0 |
|  835 |     10 |   47 |  189 |   97 |  237 |  1011 |        0 |       0 |
|  836 |     10 |  109 |   56 |  161 |  105 |   928 |        0 |       0 |
|  837 |     10 |  110 |   54 |  162 |  103 |   929 |        0 |       0 |
|  838 |     10 |   96 |   73 |  151 |  126 |  1060 |        0 |       0 |
|  839 |     10 |   50 |  107 |  102 |  156 |   920 |        0 |       0 |
|  840 |     10 |   52 |   93 |  104 |  142 |   921 |        0 |       0 |
|  841 |     10 |   64 |   79 |  116 |  128 |   922 |        0 |       0 |
|  842 |     10 |   63 |   75 |  115 |  124 |   923 |        0 |       0 |
|  843 |     10 |   67 |   61 |  119 |  110 |   924 |        0 |       0 |
|  844 |     10 |   73 |   61 |  125 |  110 |   925 |        0 |       0 |
|  845 |     10 |   88 |   61 |  140 |  110 |   926 |        0 |       0 |
|  846 |     10 |  158 |   93 |  213 |  146 |  1087 |        0 |       0 |
|  847 |     10 |   12 |  111 |   62 |  159 |  1019 |        0 |       0 |
|  848 |     10 |  159 |   94 |  214 |  147 |  1085 |        0 |       0 |
|  849 |     10 |   85 |   69 |  140 |  122 |  1062 |        0 |       0 |
|  850 |     10 |  155 |   98 |  210 |  151 |  1083 |        0 |       0 |
|  851 |     10 |  150 |   90 |  205 |  143 |  1077 |        0 |       0 |
|  852 |     10 |  162 |   97 |  217 |  150 |  1081 |        0 |       0 |
|  853 |     10 |  157 |  105 |  212 |  158 |  1080 |        0 |       0 |
|  854 |     10 |   23 |   67 |   73 |  115 |   982 |        0 |       0 |
|  855 |     10 |   11 |   67 |   61 |  115 |   983 |        0 |       0 |
|  856 |     10 |   71 |   77 |  121 |  125 |   980 |        0 |       0 |
|  857 |     10 |   49 |   68 |   99 |  116 |   981 |        0 |       0 |
|  858 |     10 |    2 |   67 |   52 |  115 |   986 |        0 |       0 |
|  859 |     10 |    2 |   67 |   52 |  115 |   984 |        0 |       0 |
|  860 |     10 |    3 |   59 |   53 |  107 |  1028 |        0 |       0 |
|  861 |     10 |  224 |   48 |  274 |   96 |  1045 |        0 |       0 |
|  862 |     10 |   47 |  109 |   99 |  158 |   919 |        0 |       0 |
|  863 |     10 |   46 |  113 |   98 |  162 |   918 |        0 |       0 |
|  864 |     10 |   55 |  188 |  107 |  237 |   915 |        0 |       0 |
|  865 |     10 |   25 |  141 |   75 |  189 |  1015 |        0 |       0 |
|  866 |     10 |   52 |  149 |  104 |  198 |   917 |        0 |       0 |
|  867 |     10 |   52 |  175 |  104 |  224 |   916 |        0 |       0 |
|  868 |     10 |   59 |  183 |  111 |  232 |   911 |        0 |       0 |
|  869 |     10 |   59 |  190 |  111 |  239 |   910 |        0 |       0 |
|  870 |     10 |   57 |  188 |  109 |  237 |   913 |        0 |       0 |
|  871 |     10 |   57 |  189 |  109 |  238 |   912 |        0 |       0 |
|  872 |     10 |   67 |   93 |  119 |  142 |   903 |        0 |       0 |
|  873 |     10 |   77 |   67 |  129 |  116 |   900 |        0 |       0 |
|  874 |     10 |   67 |   69 |  119 |  118 |   901 |        0 |       0 |
|  875 |     10 |   67 |  165 |  119 |  214 |   906 |        0 |       0 |
|  876 |     10 |   67 |  184 |  119 |  233 |   907 |        0 |       0 |
|  877 |     10 |   67 |  118 |  119 |  167 |   904 |        0 |       0 |
|  878 |     10 |   67 |  141 |  119 |  190 |   905 |        0 |       0 |
|  879 |     10 |   58 |  190 |  110 |  239 |   908 |        0 |       0 |
|  880 |     10 |   53 |  190 |  105 |  239 |   909 |        0 |       0 |
|  881 |     10 |    2 |  104 |   52 |  152 |  1126 |        0 |       0 |
|  882 |     10 |   50 |  189 |  100 |  237 |  1009 |        0 |       0 |
|  883 |     10 |   43 |  189 |   93 |  237 |  1008 |        0 |       0 |
|  884 |     10 |   39 |  189 |   89 |  237 |  1007 |        0 |       0 |
|  885 |     10 |   44 |  188 |   94 |  236 |  1006 |        0 |       0 |
|  886 |     10 |   43 |  188 |   93 |  236 |  1005 |        0 |       0 |
|  887 |     10 |   34 |  177 |   84 |  225 |  1004 |        0 |       0 |
|  888 |     10 |   26 |  171 |   76 |  219 |  1003 |        0 |       0 |
|  889 |     10 |   10 |   98 |   60 |  146 |  1002 |        0 |       0 |
|  890 |     10 |    2 |  106 |   52 |  154 |  1001 |        0 |       0 |
|  891 |     10 |    2 |  111 |   52 |  159 |  1000 |        0 |       0 |
|  892 |     10 |  163 |   85 |  218 |  138 |  1086 |        0 |       0 |
|  893 |     10 |  156 |   94 |  211 |  147 |  1084 |        0 |       0 |
|  894 |     10 |  162 |   98 |  217 |  151 |  1082 |        0 |       0 |
|  895 |     10 |   83 |   87 |  133 |  135 |   977 |        0 |       0 |
|  896 |     10 |   89 |   93 |  139 |  141 |   976 |        0 |       0 |
|  897 |     10 |   89 |  101 |  139 |  149 |   975 |        0 |       0 |
|  898 |     10 |   71 |  136 |  121 |  184 |   974 |        0 |       0 |
|  899 |     10 |   53 |  177 |  104 |  221 |   973 |        0 |       0 |
|  900 |     10 |   53 |  188 |  104 |  237 |   972 |        0 |       0 |
|  901 |     10 |   53 |  188 |  104 |  237 |   971 |        0 |       0 |
|  902 |     10 |   37 |  189 |   87 |  237 |  1013 |        0 |       0 |
|  903 |     10 |   83 |   87 |  133 |  135 |   979 |        0 |       0 |
|  904 |     10 |  162 |   53 |  212 |  101 |  1038 |        0 |       0 |
|  905 |     10 |  167 |   41 |  217 |   89 |  1039 |        0 |       0 |
|  906 |     10 |   62 |   50 |  112 |   98 |  1032 |        0 |       0 |
|  907 |     10 |   85 |   48 |  135 |   96 |  1033 |        0 |       0 |
|  908 |     10 |   28 |   54 |   78 |  102 |  1030 |        0 |       0 |
|  909 |     10 |   44 |   52 |   94 |  100 |  1031 |        0 |       0 |
|  910 |     10 |  129 |   54 |  179 |  102 |  1036 |        0 |       0 |
|  911 |     10 |  129 |   64 |  179 |  112 |  1037 |        0 |       0 |
|  912 |     10 |   96 |   45 |  146 |   93 |  1034 |        0 |       0 |
|  913 |     10 |  102 |   52 |  152 |  100 |  1035 |        0 |       0 |
|  914 |     10 |   20 |   80 |   75 |  133 |  1123 |        0 |       0 |
|  915 |     10 |  133 |   94 |  188 |  147 |  1089 |        0 |       0 |
|  916 |     10 |  158 |  111 |  213 |  164 |  1088 |        0 |       0 |
|  917 |     10 |   53 |  186 |  104 |  235 |   964 |        0 |       0 |
|  918 |     10 |    2 |   72 |   52 |  120 |  1024 |        0 |       0 |
|  919 |     10 |   53 |  186 |  104 |  235 |   966 |        0 |       0 |
|  920 |     10 |   53 |  181 |  104 |  230 |   967 |        0 |       0 |
|  921 |     10 |   53 |  179 |  105 |  228 |   960 |        0 |       0 |
|  922 |     10 |   53 |  193 |  105 |  239 |   961 |        0 |       0 |
|  923 |     10 |    2 |   78 |   52 |  126 |  1023 |        0 |       0 |
|  924 |     10 |   53 |  190 |  104 |  239 |   963 |        0 |       0 |
|  925 |     10 |  216 |   39 |  266 |   87 |  1044 |        0 |       0 |
|  926 |     10 |   53 |  181 |  104 |  230 |   968 |        0 |       0 |
|  927 |     10 |   53 |  188 |  104 |  237 |   969 |        0 |       0 |
|  928 |     10 |    3 |   51 |   58 |  104 |  1106 |        0 |       0 |
|  929 |     10 |    2 |   58 |   57 |  111 |  1107 |        0 |       0 |
|  930 |     10 |   26 |   63 |   81 |  116 |  1104 |        0 |       0 |
|  931 |     10 |   10 |   51 |   65 |  104 |  1105 |        0 |       0 |
|  932 |     10 |   72 |   88 |  127 |  141 |  1102 |        0 |       0 |
|  933 |     10 |   41 |   71 |   96 |  124 |  1103 |        0 |       0 |
|  934 |     10 |  142 |  128 |  197 |  181 |  1100 |        0 |       0 |
|  935 |     10 |  100 |  111 |  155 |  164 |  1101 |        0 |       0 |
|  936 |     10 |  266 |   87 |  316 |  135 |  1049 |        0 |       0 |
|  937 |     10 |  260 |   76 |  310 |  124 |  1048 |        0 |       0 |
|  938 |     10 |  109 |   98 |  164 |  151 |  1095 |        0 |       0 |
|  939 |     10 |    2 |   59 |   52 |  107 |  1027 |        0 |       0 |
|  940 |     10 |  266 |  100 |  316 |  148 |  1050 |        0 |       0 |
|  941 |     10 |   53 |  179 |  105 |  228 |   958 |        0 |       0 |
|  942 |     10 |  257 |  111 |  307 |  159 |  1052 |        0 |       0 |
|  943 |     10 |  248 |  108 |  298 |  156 |  1053 |        0 |       0 |
|  944 |     10 |  232 |  108 |  282 |  156 |  1054 |        0 |       0 |
|  945 |     10 |  208 |  106 |  258 |  154 |  1055 |        0 |       0 |
|  946 |     10 |  183 |   94 |  233 |  142 |  1056 |        0 |       0 |
|  947 |     10 |  159 |   82 |  209 |  130 |  1057 |        0 |       0 |
|  948 |     10 |  108 |   64 |  160 |  113 |   951 |        0 |       0 |
|  949 |     10 |  118 |   64 |  170 |  113 |   950 |        0 |       0 |
|  950 |     10 |   80 |  108 |  132 |  157 |   953 |        0 |       0 |
|  951 |     10 |  116 |   62 |  168 |  111 |   952 |        0 |       0 |
|  952 |     10 |   61 |  173 |  113 |  222 |   955 |        0 |       0 |
|  953 |     10 |   71 |  137 |  123 |  186 |   954 |        0 |       0 |
|  954 |     10 |   53 |  174 |  105 |  223 |   956 |        0 |       0 |
|  955 |     10 |  258 |  111 |  308 |  159 |  1051 |        0 |       0 |
|  956 |     10 |  155 |  131 |  210 |  184 |  1098 |        0 |       0 |
|  957 |     10 |  151 |  131 |  206 |  184 |  1099 |        0 |       0 |
|  958 |     10 |   12 |  106 |   62 |  154 |  1018 |        0 |       0 |
|  959 |     10 |  210 |   32 |  260 |   80 |  1043 |        0 |       0 |
|  960 |     10 |  198 |   32 |  248 |   80 |  1042 |        0 |       0 |
|  961 |     10 |  182 |   39 |  232 |   87 |  1041 |        0 |       0 |
|  962 |     10 |  174 |   43 |  224 |   91 |  1040 |        0 |       0 |
|  963 |     10 |  249 |   52 |  299 |  100 |  1047 |        0 |       0 |
|  964 |     10 |  237 |   48 |  287 |   96 |  1046 |        0 |       0 |
|  965 |     10 |  118 |   64 |  170 |  113 |   948 |        0 |       0 |
|  966 |     10 |  118 |   51 |  170 |  100 |   949 |        0 |       0 |
|  967 |     10 |  118 |   61 |  170 |  110 |   946 |        0 |       0 |
|  968 |     10 |  118 |   48 |  170 |   97 |   947 |        0 |       0 |
|  969 |     10 |  113 |   30 |  165 |   79 |   944 |        0 |       0 |
|  970 |     10 |  113 |   37 |  165 |   86 |   945 |        0 |       0 |
|  971 |     10 |  111 |   26 |  163 |   75 |   942 |        0 |       0 |
|  972 |     10 |  113 |   33 |  165 |   82 |   943 |        0 |       0 |
|  973 |     10 |  111 |   44 |  163 |   93 |   940 |        0 |       0 |
|  974 |     10 |  111 |   49 |  163 |   98 |   941 |        0 |       0 |
|  975 |     10 |  146 |   84 |  196 |  132 |  1058 |        0 |       0 |
|  976 |     10 |  117 |   77 |  172 |  130 |  1059 |        0 |       0 |
|  977 |     11 |   69 |  176 |  119 |  221 |  1960 |        0 |       0 |
|  978 |     11 |   59 |  176 |  109 |  221 |  1961 |        0 |       0 |
|  979 |     11 |   82 |  190 |  132 |  238 |  1911 |        0 |       0 |
|  980 |     11 |   73 |  190 |  123 |  238 |  1910 |        0 |       0 |
|  981 |     11 |   72 |  109 |  119 |  158 |  1832 |        0 |       0 |
|  982 |     11 |   57 |  116 |  104 |  165 |  1833 |        0 |       0 |
|  983 |     11 |   54 |  170 |  106 |  215 |  1948 |        0 |       0 |
|  984 |     11 |   79 |   87 |  126 |  136 |  1831 |        0 |       0 |
|  985 |     11 |   70 |  146 |  117 |  195 |  1836 |        0 |       0 |
|  986 |     11 |   61 |  131 |  108 |  180 |  1834 |        0 |       0 |
|  987 |     11 |   57 |  125 |  104 |  174 |  1835 |        0 |       0 |
|  988 |     11 |   54 |  194 |  106 |  239 |  1942 |        0 |       0 |
|  989 |     11 |   89 |  181 |  136 |  230 |  1838 |        0 |       0 |
|  990 |     11 |   93 |  181 |  140 |  230 |  1839 |        0 |       0 |
|  991 |     11 |   79 |  176 |  131 |  221 |  1946 |        0 |       0 |
|  992 |     11 |   79 |  172 |  131 |  217 |  1947 |        0 |       0 |
|  993 |     11 |   67 |  194 |  119 |  239 |  1944 |        0 |       0 |
|  994 |     11 |   79 |  189 |  131 |  234 |  1945 |        0 |       0 |
|  995 |     11 |   72 |  162 |  120 |  212 |  2014 |        0 |       0 |
|  996 |     11 |   67 |  163 |  115 |  213 |  2011 |        0 |       0 |
|  997 |     11 |  115 |  187 |  163 |  237 |  2010 |        0 |       0 |
|  998 |     11 |   61 |  162 |  109 |  212 |  2012 |        0 |       0 |
|  999 |     11 |  150 |  151 |  198 |  202 |  1990 |        0 |       0 |
| 1000 |     11 |   16 |  186 |   66 |  231 |  1955 |        0 |       0 |
| 1001 |     11 |    9 |  189 |   59 |  234 |  1954 |        0 |       0 |
| 1002 |     11 |   68 |  190 |  118 |  235 |  1957 |        0 |       0 |
| 1003 |     11 |    3 |  165 |   55 |  210 |  1951 |        0 |       0 |
| 1004 |     11 |   17 |  175 |   69 |  220 |  1950 |        0 |       0 |
| 1005 |     11 |    0 |  183 |   50 |  228 |  1953 |        0 |       0 |
| 1006 |     11 |    0 |  157 |   52 |  202 |  1952 |        0 |       0 |
| 1007 |     11 |   83 |  176 |  133 |  221 |  1959 |        0 |       0 |
| 1008 |     11 |   75 |  192 |  125 |  237 |  1958 |        0 |       0 |
| 1009 |     11 |  192 |  137 |  240 |  188 |  1994 |        0 |       0 |
| 1010 |     11 |   79 |   87 |  126 |  136 |  1829 |        0 |       0 |
| 1011 |     11 |   88 |   79 |  135 |  128 |  1828 |        0 |       0 |
| 1012 |     11 |  127 |   65 |  174 |  114 |  1825 |        0 |       0 |
| 1013 |     11 |  143 |   65 |  190 |  114 |  1824 |        0 |       0 |
| 1014 |     11 |  100 |   79 |  147 |  128 |  1827 |        0 |       0 |
| 1015 |     11 |  105 |   65 |  152 |  114 |  1826 |        0 |       0 |
| 1016 |     11 |  178 |   77 |  225 |  126 |  1821 |        0 |       0 |
| 1017 |     11 |  200 |   77 |  247 |  126 |  1820 |        0 |       0 |
| 1018 |     11 |  154 |   71 |  201 |  120 |  1823 |        0 |       0 |
| 1019 |     11 |  166 |   72 |  213 |  121 |  1822 |        0 |       0 |
| 1020 |     11 |   92 |  190 |  142 |  238 |  1909 |        0 |       0 |
| 1021 |     11 |   29 |  181 |   79 |  229 |  1920 |        0 |       0 |
| 1022 |     11 |   24 |  181 |   74 |  229 |  1921 |        0 |       0 |
| 1023 |     11 |   21 |  181 |   71 |  229 |  1922 |        0 |       0 |
| 1024 |     11 |   26 |  183 |   76 |  231 |  1923 |        0 |       0 |
| 1025 |     11 |   20 |  183 |   70 |  231 |  1924 |        0 |       0 |
| 1026 |     11 |   24 |  183 |   74 |  231 |  1925 |        0 |       0 |
| 1027 |     11 |    5 |  184 |   55 |  232 |  1926 |        0 |       0 |
| 1028 |     11 |    0 |  188 |   50 |  236 |  1927 |        0 |       0 |
| 1029 |     11 |    0 |  193 |   50 |  239 |  1929 |        0 |       0 |
| 1030 |     11 |  125 |  137 |  175 |  185 |  1858 |        0 |       0 |
| 1031 |     11 |  137 |  127 |  187 |  175 |  1859 |        0 |       0 |
| 1032 |     11 |  111 |  161 |  161 |  209 |  1850 |        0 |       0 |
| 1033 |     11 |   96 |  161 |  146 |  209 |  1851 |        0 |       0 |
| 1034 |     11 |   68 |  145 |  118 |  193 |  1852 |        0 |       0 |
| 1035 |     11 |   61 |  144 |  111 |  192 |  1853 |        0 |       0 |
| 1036 |     11 |   61 |  151 |  111 |  199 |  1854 |        0 |       0 |
| 1037 |     11 |   81 |  170 |  131 |  218 |  1855 |        0 |       0 |
| 1038 |     11 |   91 |  170 |  141 |  218 |  1856 |        0 |       0 |
| 1039 |     11 |  109 |  146 |  159 |  194 |  1857 |        0 |       0 |
| 1040 |     11 |   74 |  184 |  124 |  232 |  1900 |        0 |       0 |
| 1041 |     11 |   68 |  184 |  118 |  232 |  1901 |        0 |       0 |
| 1042 |     11 |   39 |  190 |   89 |  236 |  1933 |        0 |       0 |
| 1043 |     11 |   22 |  192 |   72 |  238 |  1932 |        0 |       0 |
| 1044 |     11 |   12 |  192 |   62 |  238 |  1931 |        0 |       0 |
| 1045 |     11 |    8 |  193 |   58 |  239 |  1930 |        0 |       0 |
| 1046 |     11 |    7 |  186 |   57 |  232 |  1937 |        0 |       0 |
| 1047 |     11 |   12 |  180 |   62 |  226 |  1936 |        0 |       0 |
| 1048 |     11 |   29 |  179 |   79 |  225 |  1935 |        0 |       0 |
| 1049 |     11 |    0 |  188 |   50 |  234 |  1939 |        0 |       0 |
| 1050 |     11 |    7 |  183 |   57 |  229 |  1938 |        0 |       0 |
| 1051 |     11 |  102 |  169 |  152 |  217 |  1849 |        0 |       0 |
| 1052 |     11 |   89 |  166 |  139 |  214 |  1848 |        0 |       0 |
| 1053 |     11 |   94 |  174 |  141 |  223 |  1843 |        0 |       0 |
| 1054 |     11 |   97 |  171 |  144 |  220 |  1842 |        0 |       0 |
| 1055 |     11 |  102 |  179 |  149 |  228 |  1841 |        0 |       0 |
| 1056 |     11 |   96 |  179 |  143 |  228 |  1840 |        0 |       0 |
| 1057 |     11 |   77 |  166 |  127 |  214 |  1847 |        0 |       0 |
| 1058 |     11 |   80 |  171 |  127 |  220 |  1846 |        0 |       0 |
| 1059 |     11 |   88 |  163 |  135 |  212 |  1845 |        0 |       0 |
| 1060 |     11 |   88 |  174 |  135 |  223 |  1844 |        0 |       0 |
| 1061 |     11 |    6 |  192 |   56 |  238 |  1940 |        0 |       0 |
| 1062 |     11 |   34 |  195 |   87 |  239 |  1941 |        0 |       0 |
| 1063 |     11 |   62 |  142 |  112 |  190 |  1876 |        0 |       0 |
| 1064 |     11 |  108 |  144 |  158 |  192 |  1877 |        0 |       0 |
| 1065 |     11 |    7 |  143 |   57 |  191 |  1874 |        0 |       0 |
| 1066 |     11 |   16 |  128 |   66 |  176 |  1875 |        0 |       0 |
| 1067 |     11 |  149 |  171 |  199 |  219 |  1872 |        0 |       0 |
| 1068 |     11 |   30 |  156 |   80 |  204 |  1873 |        0 |       0 |
| 1069 |     11 |   87 |  190 |  137 |  238 |  1908 |        0 |       0 |
| 1070 |     11 |  156 |  150 |  206 |  198 |  1871 |        0 |       0 |
| 1071 |     11 |   91 |  185 |  141 |  233 |  1906 |        0 |       0 |
| 1072 |     11 |   88 |  190 |  138 |  238 |  1907 |        0 |       0 |
| 1073 |     11 |   82 |  185 |  132 |  233 |  1904 |        0 |       0 |
| 1074 |     11 |   84 |  185 |  134 |  233 |  1903 |        0 |       0 |
| 1075 |     11 |  141 |  174 |  191 |  222 |  1878 |        0 |       0 |
| 1076 |     11 |  142 |  183 |  192 |  231 |  1879 |        0 |       0 |
| 1077 |     11 |  197 |  119 |  245 |  170 |  1986 |        0 |       0 |
| 1078 |     11 |  197 |  131 |  245 |  182 |  1987 |        0 |       0 |
| 1079 |     11 |  114 |  185 |  162 |  236 |  1984 |        0 |       0 |
| 1080 |     11 |  179 |  118 |  227 |  169 |  1985 |        0 |       0 |
| 1081 |     11 |   84 |  141 |  132 |  192 |  1982 |        0 |       0 |
| 1082 |     11 |  112 |  174 |  160 |  225 |  1983 |        0 |       0 |
| 1083 |     11 |   60 |  110 |  108 |  161 |  1980 |        0 |       0 |
| 1084 |     11 |    2 |  194 |   51 |  238 |  1971 |        0 |       0 |
| 1085 |     11 |  194 |  142 |  242 |  193 |  1988 |        0 |       0 |
| 1086 |     11 |  167 |  181 |  215 |  232 |  1989 |        0 |       0 |
| 1087 |     11 |    6 |  194 |   55 |  238 |  1970 |        0 |       0 |
| 1088 |     11 |   43 |  181 |   93 |  229 |  1919 |        0 |       0 |
| 1089 |     11 |   57 |  181 |  107 |  229 |  1918 |        0 |       0 |
| 1090 |     11 |  146 |  147 |  196 |  195 |  1863 |        0 |       0 |
| 1091 |     11 |  159 |  181 |  209 |  229 |  1865 |        0 |       0 |
| 1092 |     11 |  175 |  183 |  225 |  231 |  1864 |        0 |       0 |
| 1093 |     11 |   14 |  128 |   64 |  176 |  1867 |        0 |       0 |
| 1094 |     11 |   39 |  137 |   89 |  185 |  1866 |        0 |       0 |
| 1095 |     11 |   79 |  128 |  129 |  176 |  1869 |        0 |       0 |
| 1096 |     11 |   29 |  128 |   79 |  176 |  1868 |        0 |       0 |
| 1097 |     11 |   84 |  184 |  134 |  232 |  1913 |        0 |       0 |
| 1098 |     11 |   82 |  184 |  132 |  232 |  1912 |        0 |       0 |
| 1099 |     11 |   80 |  190 |  130 |  238 |  1915 |        0 |       0 |
| 1100 |     11 |   80 |  184 |  130 |  232 |  1914 |        0 |       0 |
| 1101 |     11 |   81 |  190 |  131 |  238 |  1917 |        0 |       0 |
| 1102 |     11 |   76 |  190 |  126 |  238 |  1916 |        0 |       0 |
| 1103 |     11 |  150 |  129 |  198 |  180 |  1991 |        0 |       0 |
| 1104 |     11 |   33 |  170 |   85 |  215 |  1949 |        0 |       0 |
| 1105 |     11 |  188 |  135 |  236 |  186 |  1993 |        0 |       0 |
| 1106 |     11 |  175 |  127 |  223 |  178 |  1992 |        0 |       0 |
| 1107 |     11 |  171 |  137 |  219 |  188 |  1995 |        0 |       0 |
| 1108 |     11 |   55 |  110 |  103 |  161 |  1979 |        0 |       0 |
| 1109 |     11 |  135 |  107 |  183 |  158 |  1997 |        0 |       0 |
| 1110 |     11 |  135 |  117 |  183 |  168 |  1996 |        0 |       0 |
| 1111 |     11 |  179 |  126 |  227 |  177 |  1999 |        0 |       0 |
| 1112 |     11 |  133 |   97 |  181 |  148 |  1998 |        0 |       0 |
| 1113 |     11 |  128 |   55 |  176 |  106 |  1978 |        0 |       0 |
| 1114 |     11 |   40 |  157 |   88 |  207 |  2024 |        0 |       0 |
| 1115 |     11 |   39 |  185 |   87 |  235 |  2026 |        0 |       0 |
| 1116 |     11 |   66 |  138 |  114 |  189 |  1981 |        0 |       0 |
| 1117 |     11 |   91 |  182 |  141 |  230 |  1898 |        0 |       0 |
| 1118 |     11 |   65 |  181 |  115 |  229 |  1899 |        0 |       0 |
| 1119 |     11 |   88 |  183 |  138 |  231 |  1894 |        0 |       0 |
| 1120 |     11 |   90 |  183 |  140 |  231 |  1895 |        0 |       0 |
| 1121 |     11 |   84 |  183 |  134 |  231 |  1896 |        0 |       0 |
| 1122 |     11 |   86 |  183 |  136 |  231 |  1897 |        0 |       0 |
